date,Seria 1,Seria 2,Seria 3
2385,3384,59625,23890
2386,3385,59650,23900
2387,3386,59675,23910
2388,3387,59700,23920
2389,3388,59725,23930
2390,3389,59750,23940
2391,3390,59775,23950
2392,3391,59800,23960
2393,3392,59825,23970
2394,3393,59850,23980
2395,3394,59875,23990
2396,3395,59900,24000
2397,3396,59925,24010
2398,3397,59950,24020
2399,3398,59975,24030
2400,3399,60000,24040
2401,3400,60025,24050
2402,3401,60050,24060
2403,3402,60075,24070
2404,3403,60100,24080
2405,3404,60125,24090
2406,3405,60150,24100
2407,3406,60175,24110
2408,3407,60200,24120
2409,3408,60225,24130
2410,3409,60250,24140
2411,3410,60275,24150
2412,3411,60300,24160
2413,3412,60325,24170
2414,3413,60350,24180
2415,3414,60375,24190
2416,3415,60400,24200
2417,3416,60425,24210
2418,3417,60450,24220
2419,3418,60475,24230
2420,3419,60500,24240
2421,3420,60525,24250
2422,3421,60550,24260
2423,3422,60575,24270
2424,3423,60600,24280
2425,3424,60625,24290
2426,3425,60650,24300
2427,3426,60675,24310
2428,3427,60700,24320
2429,3428,60725,24330
2430,3429,60750,24340
2431,3430,60775,24350
2432,3431,60800,24360
2433,3432,60825,24370
2434,3433,60850,24380
2435,3434,60875,24390
2436,3435,60900,24400
2437,3436,60925,24410
2438,3437,60950,24420
2439,3438,60975,24430
2440,3439,61000,24440
2441,3440,61025,24450
2442,3441,61050,24460
2443,3442,61075,24470
2444,3443,61100,24480
2445,3444,61125,24490
2446,3445,61150,24500
2447,3446,61175,24510
2448,3447,61200,24520
2449,3448,61225,24530
2450,3449,61250,24540
2451,3450,61275,24550
2452,3451,61300,24560
2453,3452,61325,24570
2454,3453,61350,24580
2455,3454,61375,24590
2456,3455,61400,24600
2457,3456,61425,24610
2458,3457,61450,24620
2459,3458,61475,24630
2460,3459,61500,24640
2461,3460,61525,24650
2462,3461,61550,24660
2463,3462,61575,24670
2464,3463,61600,24680
2465,3464,61625,24690
2466,3465,61650,24700
2467,3466,61675,24710
2468,3467,61700,24720
2469,3468,61725,24730
2470,3469,61750,24740
2471,3470,61775,24750
2472,3471,61800,24760
2473,3472,61825,24770
2474,3473,61850,24780
2475,3474,61875,24790
2476,3475,61900,24800
2477,3476,61925,24810
2478,3477,61950,24820
2479,3478,61975,24830
2480,3479,62000,24840
2481,3480,62025,24850
2482,3481,62050,24860
2483,3482,62075,24870
2484,3483,62100,24880
2485,3484,62125,24890
2486,3485,62150,24900
2487,3486,62175,24910
2488,3487,62200,24920
2489,3488,62225,24930
2490,3489,62250,24940
2491,3490,62275,24950
2492,3491,62300,24960
2493,3492,62325,24970
2494,3493,62350,24980
2495,3494,62375,24990
2496,3495,62400,25000
2497,3496,62425,25010
2498,3497,62450,25020
2499,3498,62475,25030
2500,3499,62500,25040
2501,3500,62525,25050
2502,3501,62550,25060
2503,3502,62575,25070
2504,3503,62600,25080
2505,3504,62625,25090
2506,3505,62650,25100
2507,3506,62675,25110
2508,3507,62700,25120
2509,3508,62725,25130
2510,3509,62750,25140
2511,3510,62775,25150
2512,3511,62800,25160
2513,3512,62825,25170
2514,3513,62850,25180
2515,3514,62875,25190
2516,3515,62900,25200
2517,3516,62925,25210
2518,3517,62950,25220
2519,3518,62975,25230
2520,3519,63000,25240
2521,3520,63025,25250
2522,3521,63050,25260
2523,3522,63075,25270
2524,3523,63100,25280
2525,3524,63125,25290
2526,3525,63150,25300
2527,3526,63175,25310
2528,3527,63200,25320
2529,3528,63225,25330
2530,3529,63250,25340
2531,3530,63275,25350
2532,3531,63300,25360
2533,3532,63325,25370
2534,3533,63350,25380
2535,3534,63375,25390
2536,3535,63400,25400
2537,3536,63425,25410
2538,3537,63450,25420
2539,3538,63475,25430
2540,3539,63500,25440
2541,3540,63525,25450
2542,3541,63550,25460
2543,3542,63575,25470
2544,3543,63600,25480
2545,3544,63625,25490
2546,3545,63650,25500
2547,3546,63675,25510
2548,3547,63700,25520
2549,3548,63725,25530
2550,3549,63750,25540
2551,3550,63775,25550
2552,3551,63800,25560
2553,3552,63825,25570
2554,3553,63850,25580
2555,3554,63875,25590
2556,3555,63900,25600
2557,3556,63925,25610
2558,3557,63950,25620
2559,3558,63975,25630
2560,3559,64000,25640
2561,3560,64025,25650
2562,3561,64050,25660
2563,3562,64075,25670
2564,3563,64100,25680
2565,3564,64125,25690
2566,3565,64150,25700
2567,3566,64175,25710
2568,3567,64200,25720
2569,3568,64225,25730
2570,3569,64250,25740
2571,3570,64275,25750
2572,3571,64300,25760
2573,3572,64325,25770
2574,3573,64350,25780
2575,3574,64375,25790
2576,3575,64400,25800
2577,3576,64425,25810
2578,3577,64450,25820
2579,3578,64475,25830
2580,3579,64500,25840
2581,3580,64525,25850
2582,3581,64550,25860
2583,3582,64575,25870
2584,3583,64600,25880
2585,3584,64625,25890
2586,3585,64650,25900
2587,3586,64675,25910
2588,3587,64700,25920
2589,3588,64725,25930
2590,3589,64750,25940
2591,3590,64775,25950
2592,3591,64800,25960
2593,3592,64825,25970
2594,3593,64850,25980
2595,3594,64875,25990
2596,3595,64900,26000
2597,3596,64925,26010
2598,3597,64950,26020
2599,3598,64975,26030
2600,3599,65000,26040
2601,3600,65025,26050
2602,3601,65050,26060
2603,3602,65075,26070
2604,3603,65100,26080
2605,3604,65125,26090
2606,3605,65150,26100
2607,3606,65175,26110
2608,3607,65200,26120
2609,3608,65225,26130
2610,3609,65250,26140
2611,3610,65275,26150
2612,3611,65300,26160
2613,3612,65325,26170
2614,3613,65350,26180
2615,3614,65375,26190
2616,3615,65400,26200
2617,3616,65425,26210
2618,3617,65450,26220
2619,3618,65475,26230
2620,3619,65500,26240
2621,3620,65525,26250
2622,3621,65550,26260
2623,3622,65575,26270
2624,3623,65600,26280
2625,3624,65625,26290
2626,3625,65650,26300
2627,3626,65675,26310
2628,3627,65700,26320
2629,3628,65725,26330
2630,3629,65750,26340
2631,3630,65775,26350
2632,3631,65800,26360
2633,3632,65825,26370
2634,3633,65850,26380
2635,3634,65875,26390
2636,3635,65900,26400
2637,3636,65925,26410
2638,3637,65950,26420
2639,3638,65975,26430
2640,3639,66000,26440
2641,3640,66025,26450
2642,3641,66050,26460
2643,3642,66075,26470
2644,3643,66100,26480
2645,3644,66125,26490
2646,3645,66150,26500
2647,3646,66175,26510
2648,3647,66200,26520
2649,3648,66225,26530
2650,3649,66250,26540
2651,3650,66275,26550
2652,3651,66300,26560
2653,3652,66325,26570
2654,3653,66350,26580
2655,3654,66375,26590
2656,3655,66400,26600
2657,3656,66425,26610
2658,3657,66450,26620
2659,3658,66475,26630
2660,3659,66500,26640
2661,3660,66525,26650
2662,3661,66550,26660
2663,3662,66575,26670
2664,3663,66600,26680
2665,3664,66625,26690
2666,3665,66650,26700
2667,3666,66675,26710
2668,3667,66700,26720
2669,3668,66725,26730
2670,3669,66750,26740
2671,3670,66775,26750
2672,3671,66800,26760
2673,3672,66825,26770
2674,3673,66850,26780
2675,3674,66875,26790
2676,3675,66900,26800
2677,3676,66925,26810
2678,3677,66950,26820
2679,3678,66975,26830
2680,3679,67000,26840
2681,3680,67025,26850
2682,3681,67050,26860
2683,3682,67075,26870
2684,3683,67100,26880
2685,3684,67125,26890
2686,3685,67150,26900
2687,3686,67175,26910
2688,3687,67200,26920
2689,3688,67225,26930
2690,3689,67250,26940
2691,3690,67275,26950
2692,3691,67300,26960
2693,3692,67325,26970
2694,3693,67350,26980
2695,3694,67375,26990
2696,3695,67400,27000
2697,3696,67425,27010
2698,3697,67450,27020
2699,3698,67475,27030
2700,3699,67500,27040
2701,3700,67525,27050
2702,3701,67550,27060
2703,3702,67575,27070
2704,3703,67600,27080
2705,3704,67625,27090
2706,3705,67650,27100
2707,3706,67675,27110
2708,3707,67700,27120
2709,3708,67725,27130
2710,3709,67750,27140
2711,3710,67775,27150
2712,3711,67800,27160
2713,3712,67825,27170
2714,3713,67850,27180
2715,3714,67875,27190
2716,3715,67900,27200
2717,3716,67925,27210
2718,3717,67950,27220
2719,3718,67975,27230
2720,3719,68000,27240
2721,3720,68025,27250
2722,3721,68050,27260
2723,3722,68075,27270
2724,3723,68100,27280
2725,3724,68125,27290
2726,3725,68150,27300
2727,3726,68175,27310
2728,3727,68200,27320
2729,3728,68225,27330
2730,3729,68250,27340
2731,3730,68275,27350
2732,3731,68300,27360
2733,3732,68325,27370
2734,3733,68350,27380
2735,3734,68375,27390
2736,3735,68400,27400
2737,3736,68425,27410
2738,3737,68450,27420
2739,3738,68475,27430
2740,3739,68500,27440
2741,3740,68525,27450
2742,3741,68550,27460
2743,3742,68575,27470
2744,3743,68600,27480
2745,3744,68625,27490
2746,3745,68650,27500
2747,3746,68675,27510
2748,3747,68700,27520
2749,3748,68725,27530
2750,3749,68750,27540
2751,3750,68775,27550
2752,3751,68800,27560
2753,3752,68825,27570
2754,3753,68850,27580
2755,3754,68875,27590
2756,3755,68900,27600
2757,3756,68925,27610
2758,3757,68950,27620
2759,3758,68975,27630
2760,3759,69000,27640
2761,3760,69025,27650
2762,3761,69050,27660
2763,3762,69075,27670
2764,3763,69100,27680
2765,3764,69125,27690
2766,3765,69150,27700
2767,3766,69175,27710
2768,3767,69200,27720
2769,3768,69225,27730
2770,3769,69250,27740
2771,3770,69275,27750
2772,3771,69300,27760
2773,3772,69325,27770
2774,3773,69350,27780
2775,3774,69375,27790
2776,3775,69400,27800
2777,3776,69425,27810
2778,3777,69450,27820
2779,3778,69475,27830
2780,3779,69500,27840
2781,3780,69525,27850
2782,3781,69550,27860
2783,3782,69575,27870
2784,3783,69600,27880
2785,3784,69625,27890
2786,3785,69650,27900
2787,3786,69675,27910
2788,3787,69700,27920
2789,3788,69725,27930
2790,3789,69750,27940
2791,3790,69775,27950
2792,3791,69800,27960
2793,3792,69825,27970
2794,3793,69850,27980
2795,3794,69875,27990
2796,3795,69900,28000
2797,3796,69925,28010
2798,3797,69950,28020
2799,3798,69975,28030
2800,3799,70000,28040
2801,3800,70025,28050
2802,3801,70050,28060
2803,3802,70075,28070
2804,3803,70100,28080
2805,3804,70125,28090
2806,3805,70150,28100
2807,3806,70175,28110
2808,3807,70200,28120
2809,3808,70225,28130
2810,3809,70250,28140
2811,3810,70275,28150
2812,3811,70300,28160
2813,3812,70325,28170
2814,3813,70350,28180
2815,3814,70375,28190
2816,3815,70400,28200
2817,3816,70425,28210
2818,3817,70450,28220
2819,3818,70475,28230
2820,3819,70500,28240
2821,3820,70525,28250
2822,3821,70550,28260
2823,3822,70575,28270
2824,3823,70600,28280
2825,3824,70625,28290
2826,3825,70650,28300
2827,3826,70675,28310
2828,3827,70700,28320
2829,3828,70725,28330
2830,3829,70750,28340
2831,3830,70775,28350
2832,3831,70800,28360
2833,3832,70825,28370
2834,3833,70850,28380
2835,3834,70875,28390
2836,3835,70900,28400
2837,3836,70925,28410
2838,3837,70950,28420
2839,3838,70975,28430
2840,3839,71000,28440
2841,3840,71025,28450
2842,3841,71050,28460
2843,3842,71075,28470
2844,3843,71100,28480
2845,3844,71125,28490
2846,3845,71150,28500
2847,3846,71175,28510
2848,3847,71200,28520
2849,3848,71225,28530
2850,3849,71250,28540
2851,3850,71275,28550
2852,3851,71300,28560
2853,3852,71325,28570
2854,3853,71350,28580
2855,3854,71375,28590
2856,3855,71400,28600
2857,3856,71425,28610
2858,3857,71450,28620
2859,3858,71475,28630
2860,3859,71500,28640
2861,3860,71525,28650
2862,3861,71550,28660
2863,3862,71575,28670
2864,3863,71600,28680
2865,3864,71625,28690
2866,3865,71650,28700
2867,3866,71675,28710
2868,3867,71700,28720
2869,3868,71725,28730
2870,3869,71750,28740
2871,3870,71775,28750
2872,3871,71800,28760
2873,3872,71825,28770
2874,3873,71850,28780
2875,3874,71875,28790
2876,3875,71900,28800
2877,3876,71925,28810
2878,3877,71950,28820
2879,3878,71975,28830
2880,3879,72000,28840
2881,3880,72025,28850
2882,3881,72050,28860
2883,3882,72075,28870
2884,3883,72100,28880
2885,3884,72125,28890
2886,3885,72150,28900
2887,3886,72175,28910
2888,3887,72200,28920
2889,3888,72225,28930
2890,3889,72250,28940
2891,3890,72275,28950
2892,3891,72300,28960
2893,3892,72325,28970
2894,3893,72350,28980
2895,3894,72375,28990
2896,3895,72400,29000
2897,3896,72425,29010
2898,3897,72450,29020
2899,3898,72475,29030
2900,3899,72500,29040
2901,3900,72525,29050
2902,3901,72550,29060
2903,3902,72575,29070
2904,3903,72600,29080
2905,3904,72625,29090
2906,3905,72650,29100
2907,3906,72675,29110
2908,3907,72700,29120
2909,3908,72725,29130
2910,3909,72750,29140
2911,3910,72775,29150
2912,3911,72800,29160
2913,3912,72825,29170
2914,3913,72850,29180
2915,3914,72875,29190
2916,3915,72900,29200
2917,3916,72925,29210
2918,3917,72950,29220
2919,3918,72975,29230
2920,3919,73000,29240
2921,3920,73025,29250
2922,3921,73050,29260
2923,3922,73075,29270
2924,3923,73100,29280
2925,3924,73125,29290
2926,3925,73150,29300
2927,3926,73175,29310
2928,3927,73200,29320
2929,3928,73225,29330
2930,3929,73250,29340
2931,3930,73275,29350
2932,3931,73300,29360
2933,3932,73325,29370
2934,3933,73350,29380
2935,3934,73375,29390
2936,3935,73400,29400
2937,3936,73425,29410
2938,3937,73450,29420
2939,3938,73475,29430
2940,3939,73500,29440
2941,3940,73525,29450
2942,3941,73550,29460
2943,3942,73575,29470
2944,3943,73600,29480
2945,3944,73625,29490
2946,3945,73650,29500
2947,3946,73675,29510
2948,3947,73700,29520
2949,3948,73725,29530
2950,3949,73750,29540
2951,3950,73775,29550
2952,3951,73800,29560
2953,3952,73825,29570
2954,3953,73850,29580
2955,3954,73875,29590
2956,3955,73900,29600
2957,3956,73925,29610
2958,3957,73950,29620
2959,3958,73975,29630
2960,3959,74000,29640
2961,3960,74025,29650
2962,3961,74050,29660
2963,3962,74075,29670
2964,3963,74100,29680
2965,3964,74125,29690
2966,3965,74150,29700
2967,3966,74175,29710
2968,3967,74200,29720
2969,3968,74225,29730
2970,3969,74250,29740
2971,3970,74275,29750
2972,3971,74300,29760
2973,3972,74325,29770
2974,3973,74350,29780
2975,3974,74375,29790
2976,3975,74400,29800
2977,3976,74425,29810
2978,3977,74450,29820
2979,3978,74475,29830
2980,3979,74500,29840
2981,3980,74525,29850
2982,3981,74550,29860
2983,3982,74575,29870
2984,3983,74600,29880
2985,3984,74625,29890
2986,3985,74650,29900
2987,3986,74675,29910
2988,3987,74700,29920
2989,3988,74725,29930
2990,3989,74750,29940
2991,3990,74775,29950
2992,3991,74800,29960
2993,3992,74825,29970
2994,3993,74850,29980
2995,3994,74875,29990
2996,3995,74900,30000
2997,3996,74925,30010
2998,3997,74950,30020
2999,3998,74975,30030
3000,3999,75000,30040
3001,4000,75025,30050
3002,4001,75050,30060
3003,4002,75075,30070
3004,4003,75100,30080
3005,4004,75125,30090
3006,4005,75150,30100
3007,4006,75175,30110
3008,4007,75200,30120
3009,4008,75225,30130
3010,4009,75250,30140
3011,4010,75275,30150
3012,4011,75300,30160
3013,4012,75325,30170
3014,4013,75350,30180
3015,4014,75375,30190
3016,4015,75400,30200
3017,4016,75425,30210
3018,4017,75450,30220
3019,4018,75475,30230
3020,4019,75500,30240
3021,4020,75525,30250
3022,4021,75550,30260
3023,4022,75575,30270
3024,4023,75600,30280
3025,4024,75625,30290
3026,4025,75650,30300
3027,4026,75675,30310
3028,4027,75700,30320
3029,4028,75725,30330
3030,4029,75750,30340
3031,4030,75775,30350
3032,4031,75800,30360
3033,4032,75825,30370
3034,4033,75850,30380
3035,4034,75875,30390
3036,4035,75900,30400
3037,4036,75925,30410
3038,4037,75950,30420
3039,4038,75975,30430
3040,4039,76000,30440
3041,4040,76025,30450
3042,4041,76050,30460
3043,4042,76075,30470
3044,4043,76100,30480
3045,4044,76125,30490
3046,4045,76150,30500
3047,4046,76175,30510
3048,4047,76200,30520
3049,4048,76225,30530
3050,4049,76250,30540
3051,4050,76275,30550
3052,4051,76300,30560
3053,4052,76325,30570
3054,4053,76350,30580
3055,4054,76375,30590
3056,4055,76400,30600
3057,4056,76425,30610
3058,4057,76450,30620
3059,4058,76475,30630
3060,4059,76500,30640
3061,4060,76525,30650
3062,4061,76550,30660
3063,4062,76575,30670
3064,4063,76600,30680
3065,4064,76625,30690
3066,4065,76650,30700
3067,4066,76675,30710
3068,4067,76700,30720
3069,4068,76725,30730
3070,4069,76750,30740
3071,4070,76775,30750
3072,4071,76800,30760
3073,4072,76825,30770
3074,4073,76850,30780
3075,4074,76875,30790
3076,4075,76900,30800
3077,4076,76925,30810
3078,4077,76950,30820
3079,4078,76975,30830
3080,4079,77000,30840
3081,4080,77025,30850
3082,4081,77050,30860
3083,4082,77075,30870
3084,4083,77100,30880
3085,4084,77125,30890
3086,4085,77150,30900
3087,4086,77175,30910
3088,4087,77200,30920
3089,4088,77225,30930
3090,4089,77250,30940
3091,4090,77275,30950
3092,4091,77300,30960
3093,4092,77325,30970
3094,4093,77350,30980
3095,4094,77375,30990
3096,4095,77400,31000
3097,4096,77425,31010
3098,4097,77450,31020
3099,4098,77475,31030
3100,4099,77500,31040
3101,4100,77525,31050
3102,4101,77550,31060
3103,4102,77575,31070
3104,4103,77600,31080
3105,4104,77625,31090
3106,4105,77650,31100
3107,4106,77675,31110
3108,4107,77700,31120
3109,4108,77725,31130
3110,4109,77750,31140
3111,4110,77775,31150
3112,4111,77800,31160
3113,4112,77825,31170
3114,4113,77850,31180
3115,4114,77875,31190
3116,4115,77900,31200
3117,4116,77925,31210
3118,4117,77950,31220
3119,4118,77975,31230
3120,4119,78000,31240
3121,4120,78025,31250
3122,4121,78050,31260
3123,4122,78075,31270
3124,4123,78100,31280
3125,4124,78125,31290
3126,4125,78150,31300
3127,4126,78175,31310
3128,4127,78200,31320
3129,4128,78225,31330
3130,4129,78250,31340
3131,4130,78275,31350
3132,4131,78300,31360
3133,4132,78325,31370
3134,4133,78350,31380
3135,4134,78375,31390
3136,4135,78400,31400
3137,4136,78425,31410
3138,4137,78450,31420
3139,4138,78475,31430
3140,4139,78500,31440
3141,4140,78525,31450
3142,4141,78550,31460
3143,4142,78575,31470
3144,4143,78600,31480
3145,4144,78625,31490
3146,4145,78650,31500
3147,4146,78675,31510
3148,4147,78700,31520
3149,4148,78725,31530
3150,4149,78750,31540
3151,4150,78775,31550
3152,4151,78800,31560
3153,4152,78825,31570
3154,4153,78850,31580
3155,4154,78875,31590
3156,4155,78900,31600
3157,4156,78925,31610
3158,4157,78950,31620
3159,4158,78975,31630
3160,4159,79000,31640
3161,4160,79025,31650
3162,4161,79050,31660
3163,4162,79075,31670
3164,4163,79100,31680
3165,4164,79125,31690
3166,4165,79150,31700
3167,4166,79175,31710
3168,4167,79200,31720
3169,4168,79225,31730
3170,4169,79250,31740
3171,4170,79275,31750
3172,4171,79300,31760
3173,4172,79325,31770
3174,4173,79350,31780
3175,4174,79375,31790
3176,4175,79400,31800
3177,4176,79425,31810
3178,4177,79450,31820
3179,4178,79475,31830
3180,4179,79500,31840
3181,4180,79525,31850
3182,4181,79550,31860
3183,4182,79575,31870
3184,4183,79600,31880
3185,4184,79625,31890
3186,4185,79650,31900
3187,4186,79675,31910
3188,4187,79700,31920
3189,4188,79725,31930
3190,4189,79750,31940
3191,4190,79775,31950
3192,4191,79800,31960
3193,4192,79825,31970
3194,4193,79850,31980
3195,4194,79875,31990
3196,4195,79900,32000
3197,4196,79925,32010
3198,4197,79950,32020
3199,4198,79975,32030
3200,4199,80000,32040
3201,4200,80025,32050
3202,4201,80050,32060
3203,4202,80075,32070
3204,4203,80100,32080
3205,4204,80125,32090
3206,4205,80150,32100
3207,4206,80175,32110
3208,4207,80200,32120
3209,4208,80225,32130
3210,4209,80250,32140
3211,4210,80275,32150
3212,4211,80300,32160
3213,4212,80325,32170
3214,4213,80350,32180
3215,4214,80375,32190
3216,4215,80400,32200
3217,4216,80425,32210
3218,4217,80450,32220
3219,4218,80475,32230
3220,4219,80500,32240
3221,4220,80525,32250
3222,4221,80550,32260
3223,4222,80575,32270
3224,4223,80600,32280
3225,4224,80625,32290
3226,4225,80650,32300
3227,4226,80675,32310
3228,4227,80700,32320
3229,4228,80725,32330
3230,4229,80750,32340
3231,4230,80775,32350
3232,4231,80800,32360
3233,4232,80825,32370
3234,4233,80850,32380
3235,4234,80875,32390
3236,4235,80900,32400
3237,4236,80925,32410
3238,4237,80950,32420
3239,4238,80975,32430
3240,4239,81000,32440
3241,4240,81025,32450
3242,4241,81050,32460
3243,4242,81075,32470
3244,4243,81100,32480
3245,4244,81125,32490
3246,4245,81150,32500
3247,4246,81175,32510
3248,4247,81200,32520
3249,4248,81225,32530
3250,4249,81250,32540
3251,4250,81275,32550
3252,4251,81300,32560
3253,4252,81325,32570
3254,4253,81350,32580
3255,4254,81375,32590
3256,4255,81400,32600
3257,4256,81425,32610
3258,4257,81450,32620
3259,4258,81475,32630
3260,4259,81500,32640
3261,4260,81525,32650
3262,4261,81550,32660
3263,4262,81575,32670
3264,4263,81600,32680
3265,4264,81625,32690
3266,4265,81650,32700
3267,4266,81675,32710
3268,4267,81700,32720
3269,4268,81725,32730
3270,4269,81750,32740
3271,4270,81775,32750
3272,4271,81800,32760
3273,4272,81825,32770
3274,4273,81850,32780
3275,4274,81875,32790
3276,4275,81900,32800
3277,4276,81925,32810
3278,4277,81950,32820
3279,4278,81975,32830
3280,4279,82000,32840
3281,4280,82025,32850
3282,4281,82050,32860
3283,4282,82075,32870
3284,4283,82100,32880
3285,4284,82125,32890
3286,4285,82150,32900
3287,4286,82175,32910
3288,4287,82200,32920
3289,4288,82225,32930
3290,4289,82250,32940
3291,4290,82275,32950
3292,4291,82300,32960
3293,4292,82325,32970
3294,4293,82350,32980
3295,4294,82375,32990
3296,4295,82400,33000
3297,4296,82425,33010
3298,4297,82450,33020
3299,4298,82475,33030
3300,4299,82500,33040
3301,4300,82525,33050
3302,4301,82550,33060
3303,4302,82575,33070
3304,4303,82600,33080
3305,4304,82625,33090
3306,4305,82650,33100
3307,4306,82675,33110
3308,4307,82700,33120
3309,4308,82725,33130
3310,4309,82750,33140
3311,4310,82775,33150
3312,4311,82800,33160
3313,4312,82825,33170
3314,4313,82850,33180
3315,4314,82875,33190
3316,4315,82900,33200
3317,4316,82925,33210
3318,4317,82950,33220
3319,4318,82975,33230
3320,4319,83000,33240
3321,4320,83025,33250
3322,4321,83050,33260
3323,4322,83075,33270
3324,4323,83100,33280
3325,4324,83125,33290
3326,4325,83150,33300
3327,4326,83175,33310
3328,4327,83200,33320
3329,4328,83225,33330
3330,4329,83250,33340
3331,4330,83275,33350
3332,4331,83300,33360
3333,4332,83325,33370
3334,4333,83350,33380
3335,4334,83375,33390
3336,4335,83400,33400
3337,4336,83425,33410
3338,4337,83450,33420
3339,4338,83475,33430
3340,4339,83500,33440
3341,4340,83525,33450
3342,4341,83550,33460
3343,4342,83575,33470
3344,4343,83600,33480
3345,4344,83625,33490
3346,4345,83650,33500
3347,4346,83675,33510
3348,4347,83700,33520
3349,4348,83725,33530
3350,4349,83750,33540
3351,4350,83775,33550
3352,4351,83800,33560
3353,4352,83825,33570
3354,4353,83850,33580
3355,4354,83875,33590
3356,4355,83900,33600
3357,4356,83925,33610
3358,4357,83950,33620
3359,4358,83975,33630
3360,4359,84000,33640
3361,4360,84025,33650
3362,4361,84050,33660
3363,4362,84075,33670
3364,4363,84100,33680
3365,4364,84125,33690
3366,4365,84150,33700
3367,4366,84175,33710
3368,4367,84200,33720
3369,4368,84225,33730
3370,4369,84250,33740
3371,4370,84275,33750
3372,4371,84300,33760
3373,4372,84325,33770
3374,4373,84350,33780
3375,4374,84375,33790
3376,4375,84400,33800
3377,4376,84425,33810
3378,4377,84450,33820
3379,4378,84475,33830
3380,4379,84500,33840
3381,4380,84525,33850
3382,4381,84550,33860
3383,4382,84575,33870
3384,4383,84600,33880
3385,4384,84625,33890
3386,4385,84650,33900
3387,4386,84675,33910
3388,4387,84700,33920
3389,4388,84725,33930
3390,4389,84750,33940
3391,4390,84775,33950
3392,4391,84800,33960
3393,4392,84825,33970
3394,4393,84850,33980
3395,4394,84875,33990
3396,4395,84900,34000
3397,4396,84925,34010
3398,4397,84950,34020
3399,4398,84975,34030
3400,4399,85000,34040
3401,4400,85025,34050
3402,4401,85050,34060
3403,4402,85075,34070
3404,4403,85100,34080
3405,4404,85125,34090
3406,4405,85150,34100
3407,4406,85175,34110
3408,4407,85200,34120
3409,4408,85225,34130
3410,4409,85250,34140
3411,4410,85275,34150
3412,4411,85300,34160
3413,4412,85325,34170
3414,4413,85350,34180
3415,4414,85375,34190
3416,4415,85400,34200
3417,4416,85425,34210
3418,4417,85450,34220
3419,4418,85475,34230
3420,4419,85500,34240
3421,4420,85525,34250
3422,4421,85550,34260
3423,4422,85575,34270
3424,4423,85600,34280
3425,4424,85625,34290
3426,4425,85650,34300
3427,4426,85675,34310
3428,4427,85700,34320
3429,4428,85725,34330
3430,4429,85750,34340
3431,4430,85775,34350
3432,4431,85800,34360
3433,4432,85825,34370
3434,4433,85850,34380
3435,4434,85875,34390
3436,4435,85900,34400
3437,4436,85925,34410
3438,4437,85950,34420
3439,4438,85975,34430
3440,4439,86000,34440
3441,4440,86025,34450
3442,4441,86050,34460
3443,4442,86075,34470
3444,4443,86100,34480
3445,4444,86125,34490
3446,4445,86150,34500
3447,4446,86175,34510
3448,4447,86200,34520
3449,4448,86225,34530
3450,4449,86250,34540
3451,4450,86275,34550
3452,4451,86300,34560
3453,4452,86325,34570
3454,4453,86350,34580
3455,4454,86375,34590
3456,4455,86400,34600
3457,4456,86425,34610
3458,4457,86450,34620
3459,4458,86475,34630
3460,4459,86500,34640
3461,4460,86525,34650
3462,4461,86550,34660
3463,4462,86575,34670
3464,4463,86600,34680
3465,4464,86625,34690
3466,4465,86650,34700
3467,4466,86675,34710
3468,4467,86700,34720
3469,4468,86725,34730
3470,4469,86750,34740
3471,4470,86775,34750
3472,4471,86800,34760
3473,4472,86825,34770
3474,4473,86850,34780
3475,4474,86875,34790
3476,4475,86900,34800
3477,4476,86925,34810
3478,4477,86950,34820
3479,4478,86975,34830
3480,4479,87000,34840
3481,4480,87025,34850
3482,4481,87050,34860
3483,4482,87075,34870
3484,4483,87100,34880
3485,4484,87125,34890
3486,4485,87150,34900
3487,4486,87175,34910
3488,4487,87200,34920
3489,4488,87225,34930
3490,4489,87250,34940
3491,4490,87275,34950
3492,4491,87300,34960
3493,4492,87325,34970
3494,4493,87350,34980
3495,4494,87375,34990
3496,4495,87400,35000
3497,4496,87425,35010
3498,4497,87450,35020
3499,4498,87475,35030
3500,4499,87500,35040
3501,4500,87525,35050
3502,4501,87550,35060
3503,4502,87575,35070
3504,4503,87600,35080
3505,4504,87625,35090
3506,4505,87650,35100
3507,4506,87675,35110
3508,4507,87700,35120
3509,4508,87725,35130
3510,4509,87750,35140
3511,4510,87775,35150
3512,4511,87800,35160
3513,4512,87825,35170
3514,4513,87850,35180
3515,4514,87875,35190
3516,4515,87900,35200
3517,4516,87925,35210
3518,4517,87950,35220
3519,4518,87975,35230
3520,4519,88000,35240
3521,4520,88025,35250
3522,4521,88050,35260
3523,4522,88075,35270
3524,4523,88100,35280
3525,4524,88125,35290
3526,4525,88150,35300
3527,4526,88175,35310
3528,4527,88200,35320
3529,4528,88225,35330
3530,4529,88250,35340
3531,4530,88275,35350
3532,4531,88300,35360
3533,4532,88325,35370
3534,4533,88350,35380
3535,4534,88375,35390
3536,4535,88400,35400
3537,4536,88425,35410
3538,4537,88450,35420
3539,4538,88475,35430
3540,4539,88500,35440
3541,4540,88525,35450
3542,4541,88550,35460
3543,4542,88575,35470
3544,4543,88600,35480
3545,4544,88625,35490
3546,4545,88650,35500
3547,4546,88675,35510
3548,4547,88700,35520
3549,4548,88725,35530
